query,title,authors,publication,date,doi,citations,link
bi-directional AND district energy,Hydraulic–thermal dynamic model of meshed district heating network based on discrete event simulation,Xie Z.,Energy,2025-12-01,10.1016/j.energy.2025.138895,0,https://api.elsevier.com/content/abstract/scopus_id/105019507661
bi-directional AND district energy,Mechanism-guided short-term heat load prediction of district heating system based on a hybrid data-driven model,Zhang X.,Applied Thermal Engineering,2025-12-01,10.1016/j.applthermaleng.2025.128113,0,https://api.elsevier.com/content/abstract/scopus_id/105015295366
bi-directional AND district energy,A review of integrated energy system modeling and operation,Zhu H.,Applied Energy,2025-12-01,10.1016/j.apenergy.2025.126572,2,https://api.elsevier.com/content/abstract/scopus_id/105012608822
bi-directional AND district energy,"Energy consumption forecasting with hybrid deep learning approach, explainable AI, and hunger games optimization",Band S.S.,Sustainable Computing Informatics and Systems,2025-12-01,10.1016/j.suscom.2025.101255,0,https://api.elsevier.com/content/abstract/scopus_id/105022809407
bi-directional AND district heat pump,The Green's function based analysis for seasonal heat storage and utilization in a solar-geothermal building,Wu C.,Journal of Energy Storage,2026-01-01,10.1016/j.est.2025.118721,0,https://api.elsevier.com/content/abstract/scopus_id/105020796834
bi-directional AND district heat pump,Demand Response in Smart Microgrids: Advanced and Optimal Energy Management Strategies,Ouassaid M.,Studies in Systems Decision and Control,2026-01-01,10.1007/978-3-032-02492-3,0,https://api.elsevier.com/content/abstract/scopus_id/105020789714
bi-directional AND district heat pump,Quantifying the cooling demand of Manhattan using aerial images,Barth F.,Energy and Buildings,2025-12-15,10.1016/j.enbuild.2025.116526,0,https://api.elsevier.com/content/abstract/scopus_id/105018740504
bi-directional AND district heat pump,TCN-BiLSTM-CE: An interdisciplinary approach for missing energy data imputation by contextual inference,Yu M.,Applied Energy,2025-12-15,10.1016/j.apenergy.2025.126618,0,https://api.elsevier.com/content/abstract/scopus_id/105013243394
bi-directional AND district heat pump,Quantitative analysis of multi-energy coupling: Indicator set and influence on IES region,Xiao J.,Applied Energy,2025-12-15,10.1016/j.apenergy.2025.126619,0,https://api.elsevier.com/content/abstract/scopus_id/105013506133
bi-directional AND district heat pump,From baseload to flexibility: A cost-driven evolutionary model for thermal power industry at various stages of the China's “dual carbon” policy,Chen Y.,Applied Energy,2025-12-15,10.1016/j.apenergy.2025.126709,0,https://api.elsevier.com/content/abstract/scopus_id/105015036718
bi-directional AND district heat pump,Advancing sustainability through renewable energy Technologies: Trends and innovations,Østergaard P.A.,Renewable Energy,2025-12-15,10.1016/j.renene.2025.124595,1,https://api.elsevier.com/content/abstract/scopus_id/105020284869
bi-directional AND district heat pump,Hydraulic–thermal dynamic model of meshed district heating network based on discrete event simulation,Xie Z.,Energy,2025-12-01,10.1016/j.energy.2025.138895,0,https://api.elsevier.com/content/abstract/scopus_id/105019507661
bi-directional AND district heat pump,A review of integrated energy system modeling and operation,Zhu H.,Applied Energy,2025-12-01,10.1016/j.apenergy.2025.126572,2,https://api.elsevier.com/content/abstract/scopus_id/105012608822
bi-directional AND district heat pump,Advances in TENGs for Marine Energy Harvesting and In Situ Electrochemistry,Zhang C.,Nano Micro Letters,2025-12-01,10.1007/s40820-024-01640-w,29,https://api.elsevier.com/content/abstract/scopus_id/85218182736
bi-directional AND district heat pump,Machine learning-enhanced coordination of home-microgrids for resource compensation in large-scale energy systems,Neda O.M.,Sustainable Cities and Society,2025-11-15,10.1016/j.scs.2025.106744,0,https://api.elsevier.com/content/abstract/scopus_id/105019081810
bi-directional AND district heat pump,Research on the carbon neutrality path of urban block buildings through multi-dimensional synergy,Deng Y.,Journal of Building Engineering,2025-11-15,10.1016/j.jobe.2025.114391,0,https://api.elsevier.com/content/abstract/scopus_id/105018861500
bi-directional AND district heat pump,Transmission-Targeted Demand-Side Response for Congestion Relief: A Systematic Review,Sidor P.,Energies,2025-11-01,10.3390/en18215705,0,https://api.elsevier.com/content/abstract/scopus_id/105021580573
bi-directional AND district heat pump,Dual-layer optimized scheduling for solar-energy-integrated system based on auto-tuned MPC and event-triggering mechanism,He N.,Journal of Building Engineering,2025-10-15,10.1016/j.jobe.2025.113837,0,https://api.elsevier.com/content/abstract/scopus_id/105013971153
bi-directional AND district heat pump,A review of state-of-the-art solutions to common sensor problems in HVAC systems for enhancement of energy efficiency and reliability,Sun S.,Journal of Building Engineering,2025-10-15,10.1016/j.jobe.2025.113761,0,https://api.elsevier.com/content/abstract/scopus_id/105013556802
bi-directional AND district heat pump,Hybrid thermal load prediction model for the regional built environment based on random forest feature screening,Zhu J.,Energy and Buildings,2025-10-01,10.1016/j.enbuild.2025.115987,1,https://api.elsevier.com/content/abstract/scopus_id/105007746666
bi-directional AND district heat pump,Quantifying the Impact of Energy Storage Capacity on Building Energy Flexibility: A Case Study of the PV-ESS-GSHP System,Han F.,Buildings,2025-10-01,10.3390/buildings15193536,0,https://api.elsevier.com/content/abstract/scopus_id/105019203628
bi-directional AND district heat pump,Real-time effluent water quality prediction model based on BiLSTM and KAN for wastewater treatment plants,Liu S.,Journal of Water Process Engineering,2025-10-01,10.1016/j.jwpe.2025.108750,0,https://api.elsevier.com/content/abstract/scopus_id/105016136982
bi-directional AND district heat pump,Hybrid group method of data handling for time-series forecasting of thermal generation dispatch in electrical power systems,Buratto W.G.,Electrical Engineering,2025-10-01,10.1007/s00202-025-03242-0,0,https://api.elsevier.com/content/abstract/scopus_id/105009053424
bi-directional AND district heat pump,Techno-economic feasibility of prosumers in urban district heating systems utilising low-temperature industrial excess heat,Trabert U.,Energy,2025-09-01,10.1016/j.energy.2025.136583,1,https://api.elsevier.com/content/abstract/scopus_id/105007147673
bi-directional AND district heat pump,A novel adaptive adjustment Kolmogorov-Arnold network for heat load prediction in district heating systems,Zhu J.,Applied Thermal Engineering,2025-09-01,10.1016/j.applthermaleng.2025.126552,5,https://api.elsevier.com/content/abstract/scopus_id/105003376581
bi-directional AND district heat pump,A techno-economic analysis of a high vacuum solar system integrated into a prosumer-based district heating network,Dino G.E.,Energy,2025-09-01,10.1016/j.energy.2025.136843,5,https://api.elsevier.com/content/abstract/scopus_id/105006876528
bi-directional AND district heat pump,Energy-carbon pricing-guided collaborative optimization for local integrated energy communities with multi-vector electrification consumers,Xi Y.,Applied Energy,2025-08-15,10.1016/j.apenergy.2025.125946,1,https://api.elsevier.com/content/abstract/scopus_id/105003669616
bi-directional AND district heat pump,"The Power Regulation Characteristics, Key Challenges, and Solution Pathways of Typical Flexible Resources in Regional Energy Systems",Jiang H.,Energies,2025-07-01,10.3390/en18143830,1,https://api.elsevier.com/content/abstract/scopus_id/105011708908
bi-directional AND district heat pump,A novel heat load prediction algorithm based on fuzzy C-mean clustering and mixed positional encoding informer,Song J.,Applied Energy,2025-06-15,10.1016/j.apenergy.2025.125709,3,https://api.elsevier.com/content/abstract/scopus_id/105000040175
bi-directional AND thermal network,Comparative entropy optimization of MHD penta-hybrid nanofluid flow with Casson and Ellis models under thermal radiation over a 3D rotating stretching sheet,Sakkaravarthi K.,Multiscale and Multidisciplinary Modeling Experiments and Design,2026-12-01,10.1007/s41939-025-01069-7,0,https://api.elsevier.com/content/abstract/scopus_id/105019673498
bi-directional AND thermal network,"Low-cost, scalable, thermally conductive polymer nanocomposite films for dual-mode battery thermal management",Chen Q.,Journal of Materials Science and Technology,2026-05-20,10.1016/j.jmst.2025.07.040,0,https://api.elsevier.com/content/abstract/scopus_id/105015088447
bi-directional AND thermal network,Review for artificial intelligence-based micro-nanophotonic devices,Xie Z.,Frontiers of Physics,2026-05-01,10.15302/frontphys.2026.052301,0,https://api.elsevier.com/content/abstract/scopus_id/105021957493
bi-directional AND thermal network,Learning Bi-directional fusion and deformation-sensitive loss for RGB-T tiny object detection,Tang Z.,Information Fusion,2026-04-01,10.1016/j.inffus.2025.103985,0,https://api.elsevier.com/content/abstract/scopus_id/105022852709
bi-directional AND thermal network,A quasi-dynamic overload hidden cascading failure model for wind-integrated power systems considering line thermal dynamics,Li Q.,Electric Power Systems Research,2026-04-01,10.1016/j.epsr.2025.112505,0,https://api.elsevier.com/content/abstract/scopus_id/105021862606
bi-directional AND thermal network,Adaptive reinforcement ensemble transfer learning for robust lung tumor detection,Yang J.S.,Biomedical Signal Processing and Control,2026-04-01,10.1016/j.bspc.2025.109247,0,https://api.elsevier.com/content/abstract/scopus_id/105023093291
bi-directional AND thermal network,Multi-source errors evaluation of machine tools: from research gaps to methodologies and applications,Sun J.,International Journal of Extreme Manufacturing,2026-04-01,10.1088/2631-7990/ae1be8,0,https://api.elsevier.com/content/abstract/scopus_id/105022777986
bi-directional AND thermal network,‘Knowledge and experience’ for visible-infrared person re-identification,Huang N.,Pattern Recognition,2026-04-01,10.1016/j.patcog.2025.112553,0,https://api.elsevier.com/content/abstract/scopus_id/105018669293
bi-directional AND thermal network,Thermal analysis of radiative magnetized casson hybrid nanofluid flow through two spinning disks with effects of variable porosity: An application of Cattaneo-Christov flux model,Algehyne E.A.,Results in Engineering,2026-03-01,10.1016/j.rineng.2025.108464,0,https://api.elsevier.com/content/abstract/scopus_id/105023709563
bi-directional AND thermal network,HCCFNet: Hierarchical cross-modal and cross-granularity fusion network for infrared and visible image fusion,Yu T.,Signal Processing,2026-03-01,10.1016/j.sigpro.2025.110366,0,https://api.elsevier.com/content/abstract/scopus_id/105020948611
bi-directional AND thermal network,RGBT tracking via supervised mutual guiding,Liu L.,Pattern Recognition,2026-03-01,10.1016/j.patcog.2025.112295,0,https://api.elsevier.com/content/abstract/scopus_id/105013510232
bi-directional AND thermal network,Dual-crosslinked MXene/CNT composite film for fast and programmable humidity-responsive actuation,Lin S.,Sensors and Actuators B Chemical,2026-03-01,10.1016/j.snb.2025.139221,0,https://api.elsevier.com/content/abstract/scopus_id/105023498760
bi-directional AND thermal network,TGNet: Texture-enhanced guidance network for RGB-D salient object detection,Song X.,Expert Systems with Applications,2026-03-01,10.1016/j.eswa.2025.129633,0,https://api.elsevier.com/content/abstract/scopus_id/105015471623
bi-directional AND thermal network,Mining representative tokens via transformer-based multi-modal interaction for RGB-T tracking,Lai P.,Pattern Recognition,2026-03-01,10.1016/j.patcog.2025.112162,1,https://api.elsevier.com/content/abstract/scopus_id/105011398187
